place_id,menu_name,menu_tag,description,price,price_raw
e0b28876-9907-59b4-85a9-ca5ed8be341c,7시 0분에 영업 시작,사진,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,펼쳐보기,사진,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,전화번호,사진,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,02-3210-2485복사,사진,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,정보,사진,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,더보기,사진,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,방문자 사진·영상,사진,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,방문자 사진·영상,사진,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,더보기,사진,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,방문자 리뷰917,사진,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,"""커피가 맛있어요""",사진,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,이 키워드를 선택한 인원,사진,,239,239
e0b28876-9907-59b4-85a9-ca5ed8be341c,"""가성비가 좋아요""",,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,이 키워드를 선택한 인원,,,178,178
e0b28876-9907-59b4-85a9-ca5ed8be341c,"""음료가 맛있어요""",,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,이 키워드를 선택한 인원,,,121,121
e0b28876-9907-59b4-85a9-ca5ed8be341c,"""친절해요""",,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,이 키워드를 선택한 인원,,,89,89
e0b28876-9907-59b4-85a9-ca5ed8be341c,"""특별한 메뉴가 있어요""",,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,이 키워드를 선택한 인원,,,34,34
e0b28876-9907-59b4-85a9-ca5ed8be341c,Y1809,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,25.10.221번째 방문결제내역,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,오~~진심 커피 완전 맛있어요,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,커피가 맛있어요+4,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,개의 리뷰가 더 있습니다,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,펼쳐보기,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,hop****,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,25.6.202번째 방문결제내역,,"회사 앞 점심 후 자주 찾는 개인 카페! 아이스 아메리카노는 깔끔한 맛으로 피로 풀기에 딱, 가격도 3,000원 안팎으로 가성비 좋음. 수제 레몬에이드는 상큼하고 달달해서 디저트 대용으로 최고! 인테리어는 아늑한 나무 톤에 조명 따뜻, 직원들 친절해서 기분 좋게 커피 마심. 테이크아웃 빠르고,회사 근처라 자주 가는 단골 맛집 카페! 강추",,
e0b28876-9907-59b4-85a9-ca5ed8be341c,커피가 맛있어요+2,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,개의 리뷰가 더 있습니다,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,펼쳐보기,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,맘모수빵,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,25.2.141번째 방문결제내역,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,패쓰오더 언제부터 사용할 수 있나요?,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,커피가 맛있어요+1,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,개의 리뷰가 더 있습니다,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,펼쳐보기,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,방문자 리뷰,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,더보기,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,블로그 리뷰5,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,HungryAlice,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,HungryAlice's Merry Go Round,,"커피만 마시다 보면 다른것도 마시고 싶고 그렇차나요? 그래서 가봤어요! #글라세라떼 입니다. 글라세라떼 외관 이때쯤 사무실에 임신하신 댈님이 계셔서 커피말고 딴거 마셔야 겠다고 생각했는데 여기 생과일 주스 판다고 해서 와 봤는데 메뉴 종류가 많아요! 글라세라떼 입간판 #티어클락 이라고 아마드 티랑 매장에서 제조한 과일청에 과일농축액 세가지 종류를 블렌딩 해서 블랜딩 티를 팔고 있더라구요! 글라세라떼 티어클락 메뉴 급!!! 이걸로!! 뭐 먹을까 하다가! #로마의휴일 로 ㅋㅋ 생과일 먹겠다고 같이 가신 분도 급! #비포선셋 으로! 메뉴는 다시 쭉~ 찍어 보았네요 글라세라떼 메뉴 큰컵에 주시고 음 일단 따듯한 물에 아마드티 우려 내시고 진열장에 있는 과일청병 하나 꺼내서 다 넣으시고 과일 농축액 넣는 건 못봤지만 넣으셧겠죠! 글라세라떼 과일청 맛있어요! 가격이 ㅋㅋ 조금 나가서 그렇지 커피 안드시는 분들께 강추 하고 싶어요! 너무 맛있게 잘 마셧네요 글라세라떼 로마의휴일, 비포썬셋 그래서 두번째도 사먹어 보았죠! 두번째는 #뉴욕택시 마셨는데 요것도 너무 맛있고 제 취향이었네요 글라세라떼 뉴욕택시 양도 많고! 진짜 아마드티 하나 넣어주고 청들도 딱 맛있고 ! 외관이 ㅋㅋ 슬쩍 ㅋㅋㅋ 별로지만 ㅎㅎㅎ 티어클락! 맛있어요! 특별한 마실꺼 찾으시는 분들 께 추천이에요! 아! 커피는 기본 맛입니다. 근데! 테이블 없고 다 테이크 아웃 입니다! #내돈내산 #생과일쥬스 #광화문커피숍 #광화문과일쥬스 #광화문tea",,
e0b28876-9907-59b4-85a9-ca5ed8be341c,22.10.3.월,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,2022년 10월 3일 월요일,,,,
e0b28876-9907-59b4-85a9-ca5ed8be341c,이미지 수,,,13,13
e0b28876-9907-59b4-85a9-ca5ed8be341c,워커인서울,,,,
